//Contains keypoint locations with each point's index comma deliminated and each line being a new point:

0.068, 0.026, 
0.036, 0.052, 
0.028, 0.056, 
0.012, 0.086, 
0.05, 0.006, 
0.038, 0.014, 
0.012, 0.042, 
0.04, 0.066, 
0.084, 0.08, 
0.038, 0.086, 
0.028, 0.036, 
0.058, 0.038, 
0.02, 0.08, 
0.048, 0.048, 
